id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
1362779528519585792,India Updates,"New Delhi, India","India Updates is an independent news & Information Website. We provide Important updates, News that matters to you.",2019-02-26 16:12:39,239,102,21,False,2021-02-19 15:02:13,"Pfizer vaccine 75% effective after first shot: Israeli study

https://t.co/BN3dtk04RQ

@pfizer #PfizerVaccine… https://t.co/nnPTw31AaV",['PfizerVaccine'],TweetDeck,0,0,False
1407775469605249026,The Peninsula Qatar,Qatar,"News you can trust. Local Focus Global Vision. 
The official account of The Peninsula, a Qatari daily newspaper.",2009-07-25 08:41:05,55677,226,779,True,2021-06-23 19:00:01,Rare cases of heart inflammation in adolescents and young adults is likely linked to vaccination with the… https://t.co/cbczERFIvv,,TweetDeck,1,0,False
1355446352063438848,perron,,"Ni des extrêmes ni de gauche ou de droite ou du centre 
Je bloque le nombre d abonné car cela veut rien dire
La critique est constructif et non négative",2018-04-10 07:49:56,36,77,5064,False,2021-01-30 09:22:47,@AP_Europe @AP @Elaine_Ganley I boycott the products of this brand and ask my pharmacist for another brand… https://t.co/IT8FojYCVD,,Twitter Web App,0,0,False
1340351352048906240,Masis der Parthogh,Madagascar,WGAS,2018-11-27 16:57:42,64,185,5046,False,2020-12-19 17:40:39,#Cyprus gets cold storage for #PfizerBioNTech #vaccine https://t.co/9E7pJwJRLh,"['Cyprus', 'PfizerBioNTech', 'vaccine']",Twitter for iPhone,0,0,False
1346497898310217733,Miss Maybelline🌹,,"🌹 mom, RN, news and podcast junkie, library lover, traveler, constant gardener, part-time punk -views are my own",2009-02-27 04:57:56,210,569,4668,False,2021-01-05 16:44:50,Finally it happed to me! So grateful to have my first dose of the #PfizerBioNTech #covid #vaccine @2ShotsInTheArm… https://t.co/Gmpj29q6TR,"['PfizerBioNTech', 'covid', 'vaccine']",Twitter for iPhone,2,50,False
1442811677293092864,Department of Physics UCC,"Cork, Ireland",,2018-07-27 14:43:45,341,239,1147,False,2021-09-28 11:21:24,"Walk in clinics available today until Thursday for Pfizer vaccinations, 10am - 4pm in Campus Kitchen, Kane Building… https://t.co/wFr703FNXM",,Twitter Web App,0,1,False
1429867169035268104,Overon,,"Skeptic, science and philosophy lover, you can convince me of nything provided you have sufficient arguments and evidence",2013-02-17 17:48:40,28,44,7,False,2021-08-23 18:04:33,Now that the FDA has given the #PfizerBiontech vaccine FULL approval and it's no longer just an emergency authoriza… https://t.co/XVklmxymzK,['PfizerBiontech'],Twitter for Android,0,0,False
1353341011984977925,NR,"Kuala Lumpur, Malaysia",PhD(Virology)/Academic(R)/RockefellerFdnFellow(NIAID)/GuestResearcher(NCID)/CosmopolitanCitizenOfDWorld!PASSIONATEAGAINSTINJUSTICE!RTsNotNecessarilyEndorsement!,2009-04-11 14:59:38,1815,1658,48515,False,2021-01-24 13:56:55,"Yeah?! 🤔 Can #PfizerBioNTech keep up with the production?! 🧐
#COVID19Vaccine

The Star Online: WHO agrees to buy up… https://t.co/NszKBo6m09","['PfizerBioNTech', 'COVID19Vaccine']",Twitter for Android,0,0,False
1344709219711377410,Robert Hunter MD,Scotland,neuroscience / medicine / psychiatry / for change / neach-ionnsachaidh / European 🇪🇺🏴󠁧󠁢󠁳󠁣󠁴󠁿,2013-02-23 11:59:54,1061,4496,17591,False,2020-12-31 18:17:16,"Let’s hope this is evidenced-based, and not politics-based, medicine. Without medical staff having access to the da… https://t.co/wLtDxt0HNW",,Twitter for iPad,0,0,False
1446047509453819917,annika rei,Philippines,IT professional 💻 paranormal enthusiast👻 photography noob 📸 amateur editor 🎞️ music lover 🎧 Haikyuu!! fan 🏐 otaku in the making🍥 cat person :3,2017-05-25 10:50:59,108,151,352,False,2021-10-07 09:39:27,"i got the jab today! There's a free filmshowing on the vaccination site as well 😄

#vaccinated 
#PfizerBioNTech https://t.co/2an0dR6Fvx","['vaccinated', 'PfizerBioNTech']",Twitter for Android,0,1,False
1430150498984726534,MD Shahinur Rahman,Kumar Para,https://t.co/kzzJiRafWd,2021-02-05 17:57:55,606,1947,4145,False,2021-08-24 12:50:24,"Ten lakh doses of #Pfizer vaccine gifted by the #USA, will arrive in #Bangladesh on August 30th. The consignment is… https://t.co/AY2446cRtG","['Pfizer', 'USA', 'Bangladesh']",Twitter for Android,0,0,False
1346622771506401282,Rachel Middleton,"Canary Wharf, London","Stints in international news wires across the globe covering finance,economics, general and politics.With newspaper, magazine and online reporting experience.",2015-08-12 01:12:27,428,590,8,True,2021-01-06 01:01:02,WHO recommends 2 doses of Pfizer-BioNTech COVID-19 vaccine within 21-28 days https://t.co/IGhW3IpH3k… https://t.co/plWB59ea59,,Twitter Web App,1,1,False
1369440162523021313,CAT,,Ron & Christine’s daughter | MBA | Photographer | Jazz | Daughter of @USNavy #Veterans ⚓️💙 “Don’t Give Up The Ship.”,2010-03-23 14:34:40,1665,947,53030,False,2021-03-10 00:09:12,"#PfizerBiontech vaccine - “the day after” UPDATE:
24hrs ago I rec’d my 1st dose of the .@Pfizer #CovidVaccine. Symp… https://t.co/Eub4djAVZG","['PfizerBiontech', 'CovidVaccine']",Twitter for iPhone,0,0,False
1354496498730487809,Adeola Fagunloye,"University of Pittsburgh, USA ","A Young,Fresh,Fly,Classy&Sophisticated Dude. #Researcher #CancerResearcher #ManLikeFG #RICHFOREVER! Trust only in God. #Scientist #Pharmacist He/His",2011-02-10 13:08:05,904,542,822,False,2021-01-27 18:28:25,Thanks @UPMC #PfizerBioNTech #COVID19vaccine #staysafe https://t.co/6ycfRbRnO5,"['PfizerBioNTech', 'COVID19vaccine', 'staysafe']",Twitter for iPhone,0,1,False
1372915676877361156,kokonews,"Fano, Marche",Quello che non ho è una camicia bianca... (De Andrè),2016-12-03 12:45:43,83,243,990,False,2021-03-19 14:19:39,"War games.
#AstraZenaca #PfizerBiontech #Moderna #Letta #RecoveryPlan #19marzo #Vaccino #covid19 #Draghi https://t.co/jGsWaF1u7C","['AstraZenaca', 'PfizerBiontech', 'Moderna', 'Letta', 'RecoveryPlan', '19marzo', 'Vaccino', 'covid19', 'Draghi']",Twitter Web App,0,0,False
1339648661928759302,RED HORSE,,,2020-08-19 12:31:54,3,0,1556,False,2020-12-17 19:08:25,"@ZeeNewsEnglish CERTIFICATE OF VALIDATION IDENTIFICATION=COVID

COV-ID) IDENTIFICATION CHIPS SIMILAR TO THE ONES TH… https://t.co/mWkUsMvlmg",,Twitter for Android,0,1,False
1338986584021065730,Trish 🌸,,27 | NJ 🇬🇷🇩🇪🇮🇪| FOOD IS MY HAPPY PLACE 🍽 | COFFEE LOVER ☕️ #BLM Alpha females don’t roll in packs 🦄  CASHAPP: BeyoutifulDisasterrx,2020-11-03 06:00:39,81,198,42,False,2020-12-15 23:17:33,Will you be getting vaccinated ? #CoronaVaccine #PfizerBioNTech #vaccination #mRNA #COVID19Vaccine #Pfizer,"['CoronaVaccine', 'PfizerBioNTech', 'vaccination', 'mRNA', 'COVID19Vaccine', 'Pfizer']",Twitter for iPhone,0,0,False
1355454669926125569,Michael Cunliffe,"North Shields, UK",Genre illustrator and dark surrealist. Art and Mental Health. Geeky and tired Dad.,2010-12-31 12:19:17,194,238,373,False,2021-01-30 09:55:51,First dose this morning. One more level of protection for my work with people experiencing mental health issues at… https://t.co/KWJ5ZRwhwP,,Instagram,0,1,False
1347690217449418755,Zdenko Šmondrk,,E-Den van Mond,2019-02-08 22:08:52,5,46,349,False,2021-01-08 23:42:41,"@PellegriniP_ @ZuzanaCaputova  THUMB UP @AndrejBabis! Now we ""travel in time"", you have it shorten in… https://t.co/mNh3Z7OGCH",,Twitter for Android,0,0,False
1341886609625653251,Gemma,Ireland,"“Time you enjoy wasting is not wasted time”,",2014-02-16 16:59:56,11,329,1098,False,2020-12-23 23:21:13,Possible allergic reaction to #COVID19 #Vaccine is #PEG.. would there be any cause for concern for people who #vape… https://t.co/L7xEDbHaVI,"['COVID19', 'Vaccine', 'PEG', 'vape']",Twitter for iPhone,0,0,False
1339222516213039104,Crystal Goomansingh,"London, England","Europe Bureau Chief for @Globalnews @GlobalNational
Award-winning Journalist & Former Canadian News Anchor.
(she/her)
Email: crystal.goomansingh@globalnews.ca",2008-09-09 21:24:44,6035,4076,6056,True,2020-12-16 14:55:04,First time we are finding out how many people got a #PfizerBioNTech #COVID19 shot. Today is also the first day of L… https://t.co/NjPv6eMdtY,"['PfizerBioNTech', 'COVID19']",Twitter Web App,1,4,False
1339604813043023875,Whtrslugcaviiersong#dontstayhomeandcatchcovid19,Email:talksavailable@gmail.com,"Hot original songs available/ whtrslugcaviiersong.iam a black female
solo songwriter/singer/#songs for sale and or hire.cheers",2019-09-22 16:45:47,1239,368,12996,False,2020-12-17 16:14:10,@DefenceHQ #proudtobebritish #britishcitizen b'se 🇬🇧 #ukpoliticians &amp; #scientists (#conservatives #borisjohnson led… https://t.co/ATcV9ZvUxC,"['proudtobebritish', 'britishcitizen', 'ukpoliticians', 'scientists', 'conservatives', 'borisjohnson']",Twitter for Android,0,0,False
1362815884839055366,"Sebastian F. Winter, MD","Berlin, Deutschland",PhD Candidate @ChariteBerlin | Researcher @MGHNeuroOnc @harvardmed | Co-founder & CMO @R3_R3SOLUTE | #neurooncology #healthpolicy #mentalhealth | 🇩🇪 🇺🇸 🇪🇺,2010-04-21 15:31:03,123,86,1949,False,2021-02-19 17:26:41,Great experience administering the #PfizerBioNTech 🇺🇸🇩🇪#COVIDVaccine to our priority group at the Berliner… https://t.co/qa21RPheDF,"['PfizerBioNTech', 'COVIDVaccine']",Twitter for iPhone,0,4,False
1428282416846852101,Nick George 🇨🇾,,seeing what all the fuss is about and want to understand why people get so nasty and personal on this platform....,2020-04-01 15:45:53,120,402,8092,False,2021-08-19 09:07:19,"#PfizerBioNTech #pfizer #PfizerGang my brother has just received his vax and is feeling like absolute sh*t, to the… https://t.co/9Acc0HVIZb","['PfizerBioNTech', 'pfizer', 'PfizerGang']",Twitter for iPhone,0,1,False
1370017803558789123,Business Today,India,India's leading business magazine. Reports latest news on business and economy. Tweets magazine features. (Also at https://t.co/B0XCvEPMki),2010-06-30 14:55:57,1100593,378,2078,True,2021-03-11 14:24:32,"Made-in-India #iPhone12 to hit stores
#PfizerBiontech #vaccine #coronavirus #FarmLaws #BharatBandh 
Video Link:… https://t.co/d3aqBT8cwt","['iPhone12', 'PfizerBiontech', 'vaccine', 'coronavirus', 'FarmLaws', 'BharatBandh']",Twitter Web App,5,6,False
1448550706135306246,Real Adam Addison,,"Freemasons founded America, Hollywood, Mainstream Media, Religions and they still control it all. Please make sure you follow me on Free To Find Truth!!! 👇😊",2021-01-06 08:22:16,199,1464,681,False,2021-10-14 07:26:15,"I've been gas lit about my vaccine injury since I was 5!💉🤕

https://t.co/hKlE7YDkTI

#MandatesAreNotALaw… https://t.co/zHFGok9EEQ",['MandatesAreNotALaw'],Twitter for Android,0,0,False
1347116681299189760,Syed Maqbool,"Dubai, Karnataka ","Management Professional | @INCIndia, @RahulGandhi campaigner | RTs, # & news stories sharing do not necessarily mean endorsement. | Views are personal.",2009-07-08 12:09:38,3583,323,2750,False,2021-01-07 09:43:39,"Covid Vaccine: Is it Halal or Not?
#COVID19
#coronavirus #PfizerBioNTech
#AstraZeneca

https://t.co/JGyEhC63xF via @TheClarionIndia","['COVID19', 'coronavirus', 'PfizerBioNTech', 'AstraZeneca']",Twitter for Android,0,1,False
1353973168294273024,TheLeftRuinEverything,"London, England",Right about everything.,2020-08-24 08:29:57,106,488,3739,False,2021-01-26 07:48:53,When it comes to the point we have to pay for our Pfizer purchases the government should just requisition the cash… https://t.co/Axd0JFhcJe,,Twitter for iPhone,0,0,False
1429860061170442247,Seegene Technologies,"Walnut Creek, CA-US",Seegene is a leading developer of multiplex molecular assays. Its high multiplex Real-time PCR assays can simultaneously detect multiple targets for infections.,2015-09-24 22:45:01,2422,1011,117,False,2021-08-23 17:36:18,@US_FDA approves the first COVID-19 vaccine for the prevention of #COVID19 disease in individuals 16 years of age a… https://t.co/Vwda0sn5xq,['COVID19'],Twitter Web App,0,0,False
1344391932156502016,Tombaan,"Houston, TX","#resistance
#TermLimits
#FBR
#BLM
Increase #scotusto15
Love hiking, biking and gardening
#bees #craftbeer #wine #bourbon #WearAMask",2018-06-07 14:14:03,12122,12788,45055,False,2020-12-30 21:16:28,"@poliscibitches I think crop dusters might be a good startegy,wonder which Pharma can make that happen #PfizerBioNTech or #modernavaccine","['PfizerBioNTech', 'modernavaccine']",Twitter for Android,0,0,False
1346887419468132352,Britney Mallya,"Michigan, USA",Welcome! Sarcasm and poor grammar are in abundance here.,2015-06-03 04:48:10,3,56,36,False,2021-01-06 18:32:39,"2.5 hours #postvaccine not much but anxiously waiting. 

#COVID19 #PfizerBioNTech #VaccineDay","['postvaccine', 'COVID19', 'PfizerBioNTech', 'VaccineDay']",Twitter for iPhone,0,0,False
1372168207390416898,Jen Craver,"raleigh, nc","Loves science, animals, bourbon,  the truth, and peanut butter. Knows rivers are evil.",2012-03-25 22:43:26,67,294,4154,False,2021-03-17 12:49:28,Thanks #PfizerBioNTech   #sciencewillwin https://t.co/DIjqQwpR1g,"['PfizerBioNTech', 'sciencewillwin']",Twitter for iPhone,0,0,False
1345499298151198720,World Updates,Everywhere ,"An account based on tweeting about politics, economics, countries, sports and news. Not all tweets imply agreement.",2021-01-02 22:28:50,16,121,0,False,2021-01-02 22:36:45,"Countries that have approved the #PfizerBioNTech COVID-19 vaccine.

🇺🇸 United States
🇨🇦 Canada
🇲🇽 Mexico
🇮🇱 Israel… https://t.co/GVGjK9oo1G",['PfizerBioNTech'],Twitter for iPhone,0,0,False
1346905679643222016,catherine watkins,http://boxing-kingdom.blogspot,"Physiotherapist, Advanced Practitioner, cardiothoracic surgery. All views here are personal and in no way represent the views of my employer or my profession.",2015-05-14 19:56:49,364,392,16128,False,2021-01-06 19:45:12,It’s V- day 🥳🍾🍾🍾#PfizerBioNTech #vaccine #nhs https://t.co/yRaTZhZZSv,"['PfizerBioNTech', 'vaccine', 'nhs']",Twitter for iPhone,0,3,False
1358820403523821573,"Arief Wijaya, MSc MPh",Rotterdam,"#InfectiousDisease Clinical Pharmacist, Economist, Proud Indonesian. 
Pharmacy @univ_indonesia, Economics @undip #ScienceMatters #StaySafe",2020-02-06 09:57:51,152,239,8270,False,2021-02-08 16:50:04,@Vaccinologist Emerging evidence that the #PfizerBiontech #vaccine may reduce the viral load in those infected with… https://t.co/i7HY5D0cxI,"['PfizerBiontech', 'vaccine']",Twitter Web App,4,4,False
1339308772888621056,Alicia1984,Omgeving Rotterdam,Verpleegkundige. Moeder. Kritische denker. Voorstander van meer nuance en minder zwart-wit denken.,2020-03-09 00:45:04,770,123,12248,False,2020-12-16 20:37:49,Alaska healthcare worker with no history of drug allergies suffered serious 'anaphylactic-like' reaction after gett… https://t.co/aFrXqoSRhU,,Twitter for Android,1,2,False
1459136477233913858,"RAY VINCENT E. ARAÑA, PhD",,"...a family man, School Administrator, Professor, researcher, an advocate for environmental preservation, etc....",2013-08-03 07:26:58,320,1753,348,False,2021-11-12 12:30:20,...treated our kiddos with a sumptuous dinner for their courageous behavior... my daughter Angela and her cousins g… https://t.co/kwAAvLyCUT,,Instagram,0,0,False
1364123439829643272,Palli Thordarson,"Sydney, New South Wales","Professor, School of Chemistry UNSW",2014-12-05 10:10:36,18803,2555,30165,False,2021-02-23 08:02:26,mRNA envy [ˈem-ˈär-ˈen-ˈā ˈen-vē] 1. The feeling of envy towards those that already have had the Moderna or Pfizer/… https://t.co/lIqlFeIYZH,,TweetDeck,3,18,False
1366464327004401668,M 🧐,"London, England",MRCPsych|MBA|Forensic Ψ|Views are my own|RT/T≠agreement|Not a medical advice| #CriticalThinking #Reason #Science #Enlightenment #Humanism #FreeSpeech #Logic,2009-10-28 21:05:15,1466,1394,110802,False,2021-03-01 19:04:17,My second dose of the #PfizerBioNTech vaccine has been brought forward! 😊🥰 #VaccinesWork #vaccine #COVID19Vaccine,"['PfizerBioNTech', 'VaccinesWork', 'vaccine', 'COVID19Vaccine']",Twitter for iPhone,1,5,False
1418877978075795457,theSun,Petaling Jaya,Breaking news updates from the website of Malaysia's free and largest circulating urban newspaper. Like Thesundaily on Facebook & Instagram.,2009-07-29 01:58:44,147553,463,491,False,2021-07-24 10:17:26,"The number of Covid-19 cases today, 24 July 2021.
Remember to observe safety and protective measures when you’re ou… https://t.co/j6IYsNGhiT",,Twitter Web App,3,1,False
1341903001204699136,Prisca Benson,,ISFJ-A,2017-09-20 19:56:33,24,59,1381,False,2020-12-24 00:26:21,Got the #COVID19 vaccine by #PfizerBioNTech. I've never been so eager to get a shot. I just want this drama over AS… https://t.co/kS6gKSfzAE,"['COVID19', 'PfizerBioNTech']",Twitter for Android,1,7,False
1382320145490665473,Terhi Lintukangas,Suomi,Finnish actor & naturelover 🐦🌱 Joy to the world!,2011-03-18 02:32:23,4387,3911,83369,False,2021-04-14 13:09:39,"Hungarian biochemist Katalin Kariko helped shield the world from the Coronavirus collaborating with colleagues, Dr.… https://t.co/xIYoV6QVl1",,Twitter Web App,1,3,False
1344349351649423360,Dr. M. Ali Abbasi,"London, England","Consultant Musculoskeletal Radiologist | University College London Hospital |Faith, Family, Football and.. Fat Saturation. RIP El Diego",2016-01-12 15:33:25,1861,4997,1589,False,2020-12-30 18:27:16,Had my Pfizer BioNTech vaccination today @uclh performed expertly by my esteemed colleague @ShirleyPDSa… https://t.co/aWXWw6ntK6,,Twitter for iPhone,1,24,False
1365119392170737668,www.THEPIGEONEXPRESS.com,online,The Pigeon Express @PigeonExpress_ || News Feed,2018-10-30 05:54:46,999,20,4107,False,2021-02-26 02:00:00,The Pfizer-BioNTech vaccine is 94% effective in a huge real world study #Coronavirus #COVID #COVID19… https://t.co/IqKvWGw57i,"['Coronavirus', 'COVID', 'COVID19']",TweetDeck,0,0,False
1351258128504025088,Panel Power #RepealTheSeal,Ireland,"Panel Power Ireland is a Solar PV Start-Up.

Scientist : Chemistry⚗️ C60 + Carbon Nanotubes. Futurologist.

Former mentee of the late Professor Sir Harry Kroto.",2018-05-02 11:49:46,363,664,24448,False,2021-01-18 20:00:17,Norway🇳🇴 considers excluding terminally ill people from receiving a #PfizerBioNTech SARS-CoV-2 vaccine after a numb… https://t.co/Z5MjybbmSa,['PfizerBioNTech'],Twitter Web App,0,0,False
1354728450335105024,Gerard Keogh,"Dublin, Ireland","Interested in all things pharmaceutical & medical! 
Cycling through the pandemic.",2021-01-28 09:13:47,1,8,4,False,2021-01-28 09:50:06,"An interesting Article by @RTE Pfizer BioNTech, makers of a Covid-19 vaccine, have said their product is effective… https://t.co/YUBQKMUj8z",,Twitter Web App,0,0,False
1338163623764525058,Kathleen Sullivan,Sacramento,"Retired, disabled... battling Multiple Sclerosis.",2017-02-05 16:02:29,876,735,198727,False,2020-12-13 16:47:24,"#PfizerBioNTech #PfizerCovidVaccine #VaccineRollout

38 days... https://t.co/yo0ycGAKx6","['PfizerBioNTech', 'PfizerCovidVaccine', 'VaccineRollout']",Twitter Web App,0,1,False
1421744278858964994,theSun,Petaling Jaya,Breaking news updates from the website of Malaysia's free and largest circulating urban newspaper. Like Thesundaily on Facebook & Instagram.,2009-07-29 01:58:44,148037,463,491,False,2021-08-01 08:07:05,"The number of Covid-19 cases today,1 August 2021.
Remember to observe safety and protective measures when you’re ou… https://t.co/WakCffgBw9",,Twitter Web App,5,5,False
1351114399268921344,the great awakening for humanity,"Black Earth, WI","Manchester Utd fan,Social entertainment,seeing whats really going on,",2020-03-27 16:42:28,79,458,3045,False,2021-01-18 10:29:09,Sad news my friends auntie went in to a coma after getting a vaccine and died yesterday #COVID #coronavirusuk… https://t.co/6OrBzD7c3A,"['COVID', 'coronavirusuk']",Twitter for Android,0,1,False
1430189576472064004,Murad Sarkar Mikat,"Gaibanda, Bangladesh","Joint General Secretary,Palashbari Upazila BSL.",2017-09-13 10:16:24,461,391,1566,False,2021-08-24 15:25:41,"Ten lakh doses of #Pfizer vaccine gifted by the #USA, will arrive in #Bangladesh on August 30th. The consignment is… https://t.co/9TuvxpiOjy","['Pfizer', 'USA', 'Bangladesh']",Twitter for Android,0,0,False
1358010243981148165,Prem Misir,Guyana,"Pro Vice-Chancellor, SI Campus, & Professor & Head of School of Public Health at The University of the South Pacific (Immediate Past). 11 peer-reviewed books.",2011-02-14 19:59:00,127,98,63,False,2021-02-06 11:10:47,A UK clinical trial has recently commenced on the feasibility of mixing the #COVID19 vaccine doses of… https://t.co/OhQpe5idUk,['COVID19'],Twitter Web App,0,0,False
1354898410562859011,AAA,microcompass@outlook.com,"Professor & Dean, Engineering, Construction Director, PM BECHTEL Metro Riyadh, ADNOC Refinery, US Airforce, Lockheed-Martin, NASA, COVID19 BIOP DECONTAMINATOR",2017-08-09 00:14:08,15,17,64,False,2021-01-28 21:05:28,True mRNA was well known and available so trial period was very short for conditional approval EAU FDA.  However no… https://t.co/V1jxSBFin0,,Twitter Web App,0,0,False
1404912124023894017,Rod Tiedemann,Edmonton,,2010-10-30 01:22:56,55,139,156,False,2021-06-15 21:22:07,Fully vaxxed. #GenXZeneca #PfizerBiontech,"['GenXZeneca', 'PfizerBiontech']",Twitter for iPhone,0,0,False
1357812117735432193,clara birch,"North Carolina, USA",Tweets are one fraction of who you are.,2020-09-23 09:01:38,14,32,324,False,2021-02-05 22:03:30,"Had my first #PfizerBioNtech jab today... Feeling a little tired, rough throat and my arm is very tender. Small pri… https://t.co/ypBit2m2Ti",['PfizerBioNtech'],Twitter for Android,0,2,False
1417907152929411072,Jay Quixote,,"To dare is to do. ❤️ Spurs, ❤️ Football, ❤️ doing a bit of boxing, ❤️ Crypto, ❤️ Life.✌️",2009-11-03 22:18:20,87,161,1614,False,2021-07-21 17:59:43,Anyone with fibromyalgia had any fibro symptoms trigger after the Pfizer vaccine? Just trying to work out if my sym… https://t.co/fUb70ybFSH,,Twitter for iPhone,0,0,False
1362839887259533319,Pratica Radio,Los Angeles,". AMERICAN ROAD RADIO
. AMERICAN SILK RADIO
. PRACTICAL WORLD ( TRUE NEWS ) Mag
. PRATICA RADIO",2009-07-23 09:31:49,764,1085,475,False,2021-02-19 19:02:04,"#womenhealth,#pregnant,#HumanRights 

Can pregnant #women get the #PfizerBioNTech  #vaccine? Today starting the… https://t.co/O8W2e5wP9K","['womenhealth', 'pregnant', 'HumanRights', 'women', 'PfizerBioNTech', 'vaccine']",Twitter Web App,0,0,False
1424445820796035076,LAURA麦わらKI-NO,日本 北海道,"I follow three rules: Do the right thing, do the best you can and always show people you care. 22👩🏻‍⚕️ Farm🐔 IG@lauravvanhouten",2014-03-18 08:24:56,75,297,6144,False,2021-08-08 19:02:03,"✨This girl is on Pfizer ✨

@pfizer @BioNTech_Group
#pfizer #pfizerbiontech #pfizervaccine https://t.co/qrvu1sCPHw","['pfizer', 'pfizerbiontech', 'pfizervaccine']",Twitter for Android,0,1,False
